sex;age;agegr;placesize;region;edu;eduspec;socprof;unempdur;income;marital;mmarr;ymarr;msepdiv;ysepdiv;ls;depress;trust;trustfam;trustneigh;sport;nofriend;smoke;nociga;alcabuse;alcsol;workab;wkabdur;wkabint;wkabintdur;emcc;englang;height;weight;bmi
MALE;17;16-24;RURAL AREAS;Lodzkie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;DELIGHTED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;3;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;IT DEPENDS;GERMANY;NONE;170;58;20.06920415224914
MALE;19;16-24;URBAN 100,000-200,000;Pomorskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;3;NO;-8;NO;NO;NA;-8;NO;NA;NA;PASSIVE;181;63;19.230182228869694
FEMALE;30;25-34;RURAL AREAS;Dolnoslaskie;VOCATIONAL/GRAMMAR;services for the population and transport services;SELF-EMPLOYED;0;NA;MARRIED;7;2008;NA;NA;MOSTLY SATISFIED;2;MOST PEOPLE CAN BE TRUSTED;YES;NO;YES;1;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;165;54;19.834710743801654
MALE;29;25-34;RURAL AREAS;Mazowieckie;PRIMARY/NO EDUCATION;no specialisation;EMPLOYED IN PRIVATE SECTOR;4;1000;SINGLE;NA;NA;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;NO;NO;YES;8;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;165;64;23.507805325987146
MALE;26;25-34;RURAL AREAS;Mazowieckie;PRIMARY/NO EDUCATION;no specialisation;PUPIL OR STUDENT;0;1260;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;IT`S DIFFICULT TO TELL;YES;YES;NO;11;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;181;70;21.36686914318855
MALE;86;65+;URBAN 500,000 AND OVER;Malopolskie;SECONDARY;services for the population and transport services;RETIRED;-8;1500;MARRIED;3;1948;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;155;68;28.303850156087407
MALE;22;16-24;URBAN 500,000 AND OVER;Dolnoslaskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;1300;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;1;IT`S DIFFICULT TO TELL;YES;NO;NO;20;NO;-8;YES;NO;NA;-8;YES, TO EU COUNTRY;FOREVER;NA;ACTIVE;190;80;22.1606648199446
FEMALE;22;16-24;URBAN BELOW 20,000;Mazowieckie;SECONDARY;no specialisation;PUPIL OR STUDENT;24;NA;SINGLE;NA;NA;NA;NA;DELIGHTED;1;IT`S DIFFICULT TO TELL;YES;YES;NO;36;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;FOREVER;SPAIN;ACTIVE;176;54;17.43285123966942
MALE;60;60-64;URBAN BELOW 20,000;Zachodnio-pomorskie;PRIMARY/NO EDUCATION;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;1000;DIVORCED;NA;NA;NA;NA;MIXED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;30;YES;15;NO;NO;NO;-8;NO;NA;NA;NONE;165;75;27.548209366391188
FEMALE;18;16-24;URBAN 200,000-500,000;Podkarpackie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;4;IT`S DIFFICULT TO TELL;YES;YES;NO;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;160;70;27.343749999999996
FEMALE;21;16-24;RURAL AREAS;Lubuskie;SECONDARY;production and processing;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;170;51;17.647058823529413
MALE;46;45-59;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;-8;2400;WIDOWED;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;12;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;NA;NA;NA
FEMALE;21;16-24;RURAL AREAS;Mazowieckie;SECONDARY;services for the population and transport services;PUPIL OR STUDENT;0;1600;SINGLE;NA;NA;NA;NA;DELIGHTED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;5;YES;10;NO;NO;NO;-8;NO;NA;NA;ACTIVE;165;60;22.03856749311295
FEMALE;47;45-59;RURAL AREAS;Podlaskie;POST-SECONDARY OR HIGHER;pedagogics;EMPLOYED IN PUBLIC SECTOR;-8;2500;MARRIED;6;1983;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;75;25.95155709342561
MALE;42;35-44;RURAL AREAS;Kujawsko-pomorskie;VOCATIONAL/GRAMMAR;technical science;FARMER;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;YES;25;NO;NO;NO;-8;NO;NA;NA;NONE;165;82;30.119375573921033
FEMALE;28;25-34;URBAN 100,000-200,000;Warminsko-mazurskie;POST-SECONDARY OR HIGHER;economy and administration;UNEMPLOYED;6;600;SINGLE;NA;NA;NA;NA;MIXED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;6;YES;10;YES;NO;NO;-8;YES, TO EU COUNTRY;MORE THAN 2 YEARS;GREAT BRITAIN;PASSIVE;166;64;23.225431847873423
FEMALE;38;35-44;RURAL AREAS;Lubelskie;POST-SECONDARY OR HIGHER;liberal arts;EMPLOYED IN PUBLIC SECTOR;0;2800;MARRIED;5;1997;NA;NA;PLEASED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;165;74;27.180899908172638
FEMALE;42;35-44;URBAN 100,000-200,000;Lodzkie;POST-SECONDARY OR HIGHER;pedagogics;OTHER ECONOMICALLY INACTIVE;24;-8;MARRIED;9;2003;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;166;70;25.402816083611555
FEMALE;36;35-44;URBAN 100,000-200,000;Lodzkie;VOCATIONAL/GRAMMAR;production and processing;EMPLOYED IN PRIVATE SECTOR;0;1600;MARRIED;1;1996;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;155;52;21.64412070759625
FEMALE;22;16-24;URBAN 100,000-200,000;Slaskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;1000;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;14;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 TO 2 YEARS;GERMANY;ACTIVE;160;58;22.656249999999996
FEMALE;61;60-64;RURAL AREAS;Slaskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;570;MARRIED;8;1978;NA;NA;MIXED;8;NA;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;150;50;22.22222222222222
FEMALE;25;25-34;URBAN 20,000-100,000;Slaskie;POST-SECONDARY OR HIGHER;environmental protection;PUPIL OR STUDENT;0;-8;MARRIED;8;2009;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;168;55;19.48696145124717
MALE;31;25-34;URBAN BELOW 20,000;Lodzkie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;2000;MARRIED;7;1999;NA;NA;DELIGHTED;0;ONE CAN`T BE TOO CAREFUL;NO;NO;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;70;24.221453287197235
MALE;34;25-34;URBAN 20,000-100,000;Podlaskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;-8;1500;MARRIED;7;1999;NA;NA;PLEASED;9;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;178;90;28.40550435551067
MALE;61;60-64;RURAL AREAS;Pomorskie;POST-SECONDARY OR HIGHER;technical science;EMPLOYED IN PUBLIC SECTOR;-8;3500;MARRIED;10;1972;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;YES;YES;NO;-8;NO;NA;NA;NONE;180;112;34.5679012345679
FEMALE;25;25-34;RURAL AREAS;Swietokrzyskie;POST-SECONDARY OR HIGHER;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;-8;-8;MARRIED;6;2010;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;170;60;20.761245674740486
FEMALE;21;16-24;RURAL AREAS;Podkarpackie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;490;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;173;62;20.715693808680545
MALE;43;35-44;URBAN BELOW 20,000;Zachodnio-pomorskie;SECONDARY;healthcare;EMPLOYED IN PRIVATE SECTOR;0;1600;MARRIED;7;1990;NA;NA;MOSTLY SATISFIED;2;IT`S DIFFICULT TO TELL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;182;78;23.54788069073783
FEMALE;70;65+;URBAN BELOW 20,000;Podkarpackie;SECONDARY;production and processing;RETIRED;0;1200;MARRIED;9;1960;NA;NA;MOSTLY DISSATISFIED;10;ONE CAN`T BE TOO CAREFUL;NO;NO OPINION;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;105;37.202380952380956
FEMALE;55;45-59;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;LONG-TERM SICK/DISABLED;0;580;MARRIED;2;1975;NA;NA;MOSTLY SATISFIED;8;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;157;76;30.832893829364274
MALE;65;65+;URBAN 500,000 AND OVER;Lodzkie;POST-SECONDARY OR HIGHER;environmental protection;RETIRED;0;3500;MARRIED;8;1970;NA;NA;PLEASED;10;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;10;YES;40;YES;YES;NO;-8;NO;NA;NA;ACTIVE;165;68;24.977043158861342
FEMALE;55;45-59;RURAL AREAS;Podkarpackie;PRIMARY/NO EDUCATION;no specialisation;OTHER ECONOMICALLY INACTIVE;-8;750;WIDOWED;8;1974;12;2000;MIXED;15;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;58;22.10028959000152
FEMALE;77;65+;URBAN 100,000-200,000;Slaskie;SECONDARY;economy and administration;RETIRED;24;2700;WIDOWED;9;1950;9;2002;MOSTLY SATISFIED;4;IT`S DIFFICULT TO TELL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;66;24.538964901844146
FEMALE;23;16-24;URBAN 500,000 AND OVER;Mazowieckie;SECONDARY;no specialisation;PUPIL OR STUDENT;0;-8;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;161;70;27.005130974885226
MALE;22;16-24;RURAL AREAS;Kujawsko-pomorskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;24;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;3;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;11;YES;15;NO;NO;NA;-8;NO;NA;NA;NONE;169;80;28.01022373166206
MALE;46;45-59;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;-8;1800;MARRIED;10;1986;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;176;98;31.63739669421488
FEMALE;38;35-44;URBAN 200,000-500,000;Slaskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;24;NA;MARRIED;4;1996;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;60;23.437499999999996
MALE;38;35-44;URBAN 20,000-100,000;Slaskie;POST-SECONDARY OR HIGHER;computer science;EMPLOYED IN PRIVATE SECTOR;24;2800;MARRIED;6;2000;NA;NA;PLEASED;1;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;178;67;21.146319909102385
MALE;40;35-44;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;production and processing;EMPLOYED IN PRIVATE SECTOR;0;1000;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;175;65;21.224489795918366
MALE;21;16-24;URBAN BELOW 20,000;Wielkopolskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;-8;1500;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;8;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;147;69;31.93113980285992
FEMALE;57;45-59;RURAL AREAS;Pomorskie;VOCATIONAL/GRAMMAR;production and processing;OTHER ECONOMICALLY INACTIVE;0;3000;MARRIED;4;1978;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;83;32.42187499999999
FEMALE;48;45-59;RURAL AREAS;Lubuskie;VOCATIONAL/GRAMMAR;technical science;OTHER ECONOMICALLY INACTIVE;24;520;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;2;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;164;65;24.167162403331353
FEMALE;44;35-44;RURAL AREAS;Lubelskie;SECONDARY;social sciences;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;9;1987;NA;NA;MIXED;1;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;52;20.312499999999996
FEMALE;35;35-44;URBAN BELOW 20,000;Slaskie;SECONDARY;no specialisation;NA;0;-8;MARRIED;4;2004;NA;NA;MOSTLY SATISFIED;7;IT`S DIFFICULT TO TELL;NO OPINION;NO OPINION;YES;1;YES;15;NO;NO;YES;40;NO;NA;NA;NONE;166;63;22.8625344752504
MALE;69;65+;URBAN 100,000-200,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;no specialisation;RETIRED;24;2000;MARRIED;8;1960;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;100;34.602076124567475
FEMALE;86;65+;URBAN BELOW 20,000;Swietokrzyskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;1200;WIDOWED;9;1946;7;1989;PLEASED;21;MOST PEOPLE CAN BE TRUSTED;YES;NO OPINION;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;63;24.609374999999996
MALE;22;16-24;RURAL AREAS;Wielkopolskie;SECONDARY;agriculture, forestry, fishing;FARMER;0;-8;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;20;NO;-8;YES;NO;NO;-8;NO;NA;NA;PASSIVE;175;57;18.612244897959183
FEMALE;53;45-59;URBAN 500,000 AND OVER;Dolnoslaskie;POST-SECONDARY OR HIGHER;computer science;EMPLOYED IN PRIVATE SECTOR;0;2200;MARRIED;11;1983;NA;NA;MIXED;13;IT`S DIFFICULT TO TELL;YES;YES;YES;2;YES;5;NO;NO;NO;-8;NO;NA;NA;NA;162;68;25.910684346898332
FEMALE;73;65+;URBAN 100,000-200,000;Warminsko-mazurskie;PRIMARY/NO EDUCATION;no specialisation;OTHER ECONOMICALLY INACTIVE;0;NA;MARRIED;4;1958;NA;NA;PLEASED;NA;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;0;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;NA;NA;NA
MALE;24;16-24;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;2000;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;3;YES;5;NO;NO;YES;3;NO;NA;NA;NONE;176;92;29.700413223140497
MALE;20;16-24;RURAL AREAS;Slaskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;0;IT`S DIFFICULT TO TELL;YES;YES;NO;2;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;175;65;21.224489795918366
FEMALE;63;60-64;URBAN 200,000-500,000;Slaskie;VOCATIONAL/GRAMMAR;economy and administration;RETIRED;0;900;MARRIED;8;1966;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;8;YES;8;NO;NO;NO;-8;NO;NA;NA;NONE;160;82;32.03124999999999
FEMALE;21;16-24;URBAN BELOW 20,000;Zachodnio-pomorskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;2;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;4;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;LESS THAN 1 YEAR;GREAT BRITAIN;ACTIVE;172;63;21.29529475392104
FEMALE;39;35-44;URBAN 20,000-100,000;Zachodnio-pomorskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1500;MARRIED;8;1991;NA;NA;MOSTLY DISSATISFIED;7;ONE CAN`T BE TOO CAREFUL;NO;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;161;65;25.076193048107708
FEMALE;52;45-59;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;6;1976;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;78;28.650137741046834
MALE;43;35-44;RURAL AREAS;Dolnoslaskie;VOCATIONAL/GRAMMAR;production and processing;SELF-EMPLOYED;0;5000;MARRIED;1;1993;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;YES;40;NO;NO;NO;-8;YES, TO EU COUNTRY;MORE THAN 2 YEARS;GERMANY;NONE;182;84;25.359256128486894
FEMALE;19;16-24;RURAL AREAS;Swietokrzyskie;VOCATIONAL/GRAMMAR;NA;OTHER ECONOMICALLY INACTIVE;0;-8;SINGLE;NA;NA;NA;NA;PLEASED;4;IT`S DIFFICULT TO TELL;YES;NO;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;162;53;20.195092211553114
MALE;56;45-59;URBAN BELOW 20,000;Malopolskie;VOCATIONAL/GRAMMAR;technical science;UNEMPLOYED;24;NA;SINGLE;NA;NA;NA;NA;MIXED;12;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;YES;21;NO;NO;NO;-8;NO;NA;NA;NONE;168;70;24.801587301587304
FEMALE;56;45-59;URBAN 500,000 AND OVER;Lodzkie;POST-SECONDARY OR HIGHER;agriculture, forestry, fishing;EMPLOYED IN PUBLIC SECTOR;0;2000;MARRIED;7;1986;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;70;27.343749999999996
FEMALE;20;16-24;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;YES;10;NO;NO;NA;-8;NO;NA;NA;ACTIVE;165;53;19.467401285583104
FEMALE;31;25-34;URBAN 20,000-100,000;Kujawsko-pomorskie;POST-SECONDARY OR HIGHER;social sciences;OTHER ECONOMICALLY INACTIVE;0;1200;MARRIED;10;2009;NA;NA;DELIGHTED;3;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;2;NO;-8;NO;NO;YES;24;NO;NA;NA;ACTIVE;164;65;24.167162403331353
FEMALE;54;45-59;URBAN BELOW 20,000;Zachodnio-pomorskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PUBLIC SECTOR;0;1200;MARRIED;11;1979;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;NO;NO;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;60;21.258503401360546
MALE;17;16-24;URBAN 100,000-200,000;Swietokrzyskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;11;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;8;NO;-8;NO;NO;NA;-8;NO;NA;NA;PASSIVE;187;100;28.59675712774171
FEMALE;25;25-34;URBAN 100,000-200,000;Slaskie;SECONDARY;no specialisation;EMPLOYED IN PUBLIC SECTOR;0;1100;DE FACTO SEPARATED;6;2006;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;3;YES;25;NO;NO;NO;-8;NO;NA;NA;ACTIVE;158;53;21.230572023714146
FEMALE;62;60-64;URBAN 500,000 AND OVER;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;1000;MARRIED;5;1966;NA;NA;MOSTLY SATISFIED;14;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;7;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;84;31.231409875074366
FEMALE;22;16-24;RURAL AREAS;Pomorskie;SECONDARY;services for the population and transport services;PUPIL OR STUDENT;6;700;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;MORE THAN 2 YEARS;GREAT BRITAIN;ACTIVE;171;58;19.835162956123252
MALE;83;65+;URBAN 100,000-200,000;Lubelskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;1560;MARRIED;6;1950;NA;NA;MIXED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;12;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;169;73;25.55932915514163
FEMALE;72;65+;RURAL AREAS;Podkarpackie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;800;MARRIED;2;1960;NA;NA;MOSTLY SATISFIED;11;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;94;34.94943486020227
MALE;23;16-24;URBAN 500,000 AND OVER;Malopolskie;SECONDARY;computer science;EMPLOYED IN PRIVATE SECTOR;0;1200;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;178;72;22.724403484408533
FEMALE;24;16-24;URBAN BELOW 20,000;Wielkopolskie;SECONDARY;services for the population and transport services;PUPIL OR STUDENT;9;1000;MARRIED;7;2009;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;167;56;20.07960127648894
FEMALE;75;65+;URBAN BELOW 20,000;Opolskie;PRIMARY/NO EDUCATION;no specialisation;LONG-TERM SICK/DISABLED;24;1200;WIDOWED;10;1959;8;2007;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;80;32.046146450889275
FEMALE;76;65+;URBAN 100,000-200,000;Mazowieckie;VOCATIONAL/GRAMMAR;technical science;RETIRED;0;1222;WIDOWED;4;1954;2;2006;PLEASED;15;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;152;68;29.43213296398892
FEMALE;35;35-44;URBAN 20,000-100,000;Mazowieckie;VOCATIONAL/GRAMMAR;production and processing;UNEMPLOYED;12;400;SINGLE;NA;NA;NA;NA;MIXED;6;ONE CAN`T BE TOO CAREFUL;NO;NO;YES;3;YES;5;YES;NO;YES;-8;NO;NA;NA;NONE;178;66;20.830703194041156
FEMALE;25;25-34;URBAN 20,000-100,000;Lubelskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;80;28.344671201814062
FEMALE;43;35-44;URBAN 100,000-200,000;Mazowieckie;SECONDARY;technical science;UNEMPLOYED;1;860;MARRIED;6;1993;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;75;25.95155709342561
MALE;73;65+;RURAL AREAS;Mazowieckie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;1500;WIDOWED;10;1963;12;2003;MIXED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;175;90;29.387755102040817
FEMALE;46;45-59;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;production and processing;FARMER;-8;200;MARRIED;12;1994;NA;NA;MIXED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;176;66;21.306818181818183
FEMALE;20;16-24;URBAN BELOW 20,000;Swietokrzyskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;55;20.957171162932475
